Seq_ID,DESI_ID,sobs,chao,chao_lci,chao_hci,ace,ace_lci,ace_hci,invsimpson,invsimpson_lci,invsimpson_hci,npshannon,coverage,shannon,shannon_lci,shannon_hci,nseqs
G435,405,5,5,5,5,5,5,5,1.716143,1.656047,1.780765,0.648196,1,0.645088,0.612085,0.678091,10084
G436,402,8,9.5,8.149231,23.077277,12.5625,8.627812,41.157044,1.699715,1.620867,1.786625,0.780824,0.997749,0.769018,0.720653,0.817382,17065
G437,116,6,7.5,6.149231,21.077277,12,6.84185,48.762945,1.024388,1.01254,1.036517,0.090504,0.997749,0.077467,0.044995,0.109939,23383
G438,45,6,6,6,6,6,6,6,1.092482,1.068467,1.117601,0.240376,1,0.23871,0.18935,0.288069,17004
G439,479,38,66.5,47.183307,126.448529,148.340391,106.13212,216.696948,3.420398,3.231318,3.632981,1.715503,0.985746,1.656059,1.582836,1.729281,21826
G440,44,2,2,2,2,2,2,2,1.004515,0.999456,1.009625,0.016685,1,0.015969,0.000431,0.031507,18447
G441,522,6,9,6.365788,30.604402,0,0,0,1.059181,1.040404,1.078649,0.16851,0.997749,0.157182,0.116242,0.198121,18276
G442,341,6,7.5,6.149231,21.077277,12,6.84185,48.762945,1.02903,1.016086,1.042308,0.100965,0.997749,0.087952,0.054327,0.121576,20402
G443,390,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,43748
G444,107,5,11,5.973157,41.993022,0,0,0,1.006031,1.000174,1.011957,0.040095,0.996999,0.024587,0.003367,0.045808,46201
G445,187,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,24560
G446,417,10,15,10.864775,38.909245,22,12.693632,63.459419,1.03534,1.020978,1.050112,0.140102,0.995499,0.114158,0.073999,0.154317,24524
G447,395,5,8,5.369122,29.382198,0,0,0,1.228827,1.190848,1.269307,0.35698,0.997749,0.346077,0.306627,0.385526,21923
G448,173,24,29.6,25.15542,51.141645,43.448232,31.99899,71.285184,2.188257,2.057232,2.337107,1.312711,0.993998,1.281112,1.206586,1.355638,21271
G449,293,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,23540
G450,420,5,11,5.973157,41.993022,0,0,0,1.006031,1.000174,1.011957,0.040095,0.996999,0.024587,0.003367,0.045808,25599
G451,421,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,21964
G452,59,5,8,5.369122,29.382198,0,0,0,1.070013,1.049713,1.091114,0.16964,0.997749,0.158314,0.121482,0.195147,20968
G453,71,13,13.6,13.050626,20.11091,15.395266,13.373204,28.37311,2.653815,2.566747,2.746997,1.156862,0.997749,1.141489,1.094798,1.188181,16863
G454,217,7,7.333333,7.018627,12.964957,9,7.618979,13.462259,1.459479,1.403366,1.520267,0.570794,0.9985,0.560795,0.515767,0.605822,20465
G455,332,5,5.5,5.030262,13.261169,8,5.569395,20.806245,1.073286,1.052474,1.094937,0.175018,0.9985,0.165955,0.12812,0.203789,23209
G456,393,7,8.5,7.149231,22.077277,10.685714,7.489194,34.769111,1.107986,1.082359,1.134855,0.242347,0.997749,0.228931,0.185689,0.272173,20733
G457,215,5,6.5,5.149231,20.077277,11,5.891606,45.376578,1.007546,1.000992,1.014186,0.042837,0.997749,0.029693,0.00688,0.052505,20478
G458,388,19,24.6,20.15542,46.141645,45.6167,31.238313,76.887775,1.122255,1.094007,1.152001,0.380458,0.993998,0.343699,0.279251,0.408148,21117
G459,60,3,3,3,0,0,0,0,1.074725,1.053776,1.096525,0.162465,0.99925,0.158693,0.124309,0.193076,57431
G460,87,27,48,33.067775,99.679028,132.747458,93.352033,195.533267,3.194089,3.096886,3.297592,1.406432,0.988747,1.356466,1.30076,1.412173,23941
G461,379,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,27112
G462,289,6,16,7.938854,57.576857,0,0,0,1.007547,1.000991,1.01419,0.050101,0.996249,0.030733,0.007018,0.054447,25872
G463,587,15,15.75,15.066559,23.451092,16.5,15.405085,20.554386,2.154341,2.049733,2.2702,1.070846,0.997749,1.053742,0.996441,1.111044,21462
G464,422,5,6,5.07406,18.502615,11.78,6.267665,41.262274,1.02594,1.01371,1.038469,0.088475,0.9985,0.080486,0.048096,0.112875,27764
G465,478,4,5,4.075339,17.273425,0,0,0,1.915813,1.87426,1.95925,0.687108,0.9985,0.680344,0.66239,0.698298,12028
G466,559,8,13,8.777869,40.13908,23,9.36057,173.371875,1.839619,1.785734,1.896857,0.699672,0.996249,0.681211,0.651362,0.711059,21389
G467,290,3,3,3,3,3,3,3,1.010577,1.002819,1.018457,0.03761,1,0.035945,0.013172,0.058717,24522
G468,242,9,14,9.777869,41.13908,24,10.342299,176.622885,1.188479,1.15353,1.22561,0.367269,0.996249,0.347555,0.298485,0.396625,21765
G469,477,3,3,3,3,3,3,3,1.979235,1.9535,2.005658,0.697745,1,0.69622,0.682473,0.709968,29943
G470,495,35,56,41.067775,107.679028,83.711921,60.838639,126.833448,1.946843,1.830877,2.078492,1.373104,0.988747,1.321477,1.232227,1.410727,19493
G471,337,23,26,23.501496,40.946298,28.541069,24.36253,45.534149,3.436272,3.267843,3.623007,1.552183,0.995499,1.526013,1.467214,1.584812,24905
G472,582,8,14,8.9584,45.5626,13.024793,8.802815,39.450025,1.022881,1.011383,1.034643,0.098097,0.996999,0.081173,0.045732,0.116615,25152
G473,476,18,27.333333,19.937063,62.970717,28.248521,20.604772,58.322982,2.097174,2.03608,2.162049,0.940888,0.993998,0.910161,0.857738,0.962583,25441
G474,175,22,23.5,22.149231,37.077277,23.63208,22.24303,32.96034,3.959512,3.69903,4.259458,1.850025,0.997749,1.839292,1.772497,1.906088,15458
G475,244,4,5,4.075339,17.273425,0,0,0,1.246695,1.207247,1.288809,0.364895,0.9985,0.357647,0.319728,0.395565,17094
G476,174,18,20.5,18.368021,34.982713,27.34513,20.974331,47.361713,3.011581,2.884405,3.15049,1.39624,0.996249,1.375725,1.318355,1.433096,20368
G477,219,4,4,4,0,0,0,0,1.413031,1.358281,1.472381,0.543963,0.99925,0.540477,0.49611,0.584844,24558
G478,180,10,15,10.777869,42.13908,26.818098,15.568415,60.795146,1.049645,1.032479,1.067391,0.172818,0.996249,0.151586,0.107044,0.196129,21091
G479,583,4,4.5,4.030262,12.261169,7,4.652242,17.798569,1.00603,1.000175,1.011953,0.032825,0.9985,0.023547,0.00334,0.043754,28609
G480,72,18,36,21.984991,99.305086,31.630165,21.520368,70.77329,2.178944,2.132131,2.227858,0.957232,0.993248,0.924422,0.874069,0.974776,24166
G481,429,11,16,11.777869,43.13908,20.444444,12.564228,68.023344,1.425849,1.365959,1.491233,0.674356,0.996249,0.655074,0.595359,0.714788,19640
G482,497,18,32,20.920488,85.112081,31.481815,23.044423,54.031739,1.091195,1.067211,1.116282,0.316436,0.993998,0.283831,0.222159,0.345503,20384
G483,389,15,22.5,16.32254,57.5318,28.321939,19.467199,54.728267,1.706137,1.632391,1.78686,0.821024,0.995499,0.798076,0.739743,0.856409,23287
G484,330,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,26432
G485,278,14,14,14,0,14.310265,14.021234,18.533551,3.401826,3.211636,3.61596,1.535055,0.99925,1.528825,1.474029,1.58362,20029
G486,558,9,11,9.249903,25.006186,13,10.840068,17.69533,2.01938,1.992556,2.046936,0.763769,0.996999,0.746645,0.717163,0.776127,23797
G487,216,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,27348
G488,380,11,16,11.777869,43.13908,36.816327,19.788179,86.83855,1.682421,1.611283,1.76013,0.764172,0.996249,0.74581,0.694081,0.797539,26432
G489,279,12,17,12.777869,44.13908,37.816327,20.785802,87.859065,3.264514,3.089567,3.460463,1.42086,0.996249,1.40497,1.360509,1.449432,19861
G490,185,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,25209
G491,496,23,30,24.451873,56.749509,36.86539,28.222094,59.814549,1.495318,1.427169,1.570302,0.876802,0.993998,0.84431,0.766538,0.922082,21546
G492,411,17,19.5,17.409254,32.271686,27.708645,20.769324,47.42325,1.067698,1.04735,1.088852,0.253902,0.995499,0.222038,0.165715,0.278361,18727
G493,124,30,48.333333,34.476624,105.081388,42.268739,33.783663,69.782079,1.666481,1.578879,1.764376,1.138117,0.991748,1.098445,1.010859,1.186031,14560
G494,126,15,16,15.111496,23.968937,17.166667,15.73662,21.372951,1.077506,1.055663,1.100273,0.258766,0.996999,0.234136,0.178723,0.28955,16629
G495,46,6,6,6,0,6.666667,6.117543,9.781135,1.249775,1.209728,1.292565,0.386685,0.99925,0.3785,0.33574,0.421259,15898
G496,181,3,3,3,3,3,3,3,1.025901,1.013708,1.038391,0.07496,1,0.074244,0.044984,0.103503,18629
G497,584,24,33,26.130414,62.020786,36.561095,27.793576,65.591651,1.124313,1.095697,1.154464,0.418829,0.992498,0.373729,0.303855,0.443602,16172
G498,413,5,5,5,0,5.75,5.145597,8.863402,1.136298,1.107403,1.16674,0.26218,0.99925,0.255429,0.21451,0.296347,22264
G499,511,4,5,4.075339,17.273425,0,0,0,1.127508,1.09973,1.156724,0.242497,0.9985,0.235065,0.197158,0.272972,25124
G500,294,17,22,17.864775,45.909245,22.73913,18.20609,44.309411,2.084744,1.968963,2.214994,1.123852,0.995499,1.10003,1.037596,1.162463,25373
G501,291,6,6.5,6.030262,14.261169,9,6.520571,23.288711,1.240539,1.200818,1.282978,0.395176,0.9985,0.386443,0.34082,0.432066,23082
G502,214,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,31529
G503,23,2,2,2,2,2,2,2,1.013605,1.004816,1.022549,0.040478,1,0.040474,0.018507,0.06244,28277
G504,585,16,23,17.340979,52.540456,22.641944,17.463007,46.153938,1.085944,1.0628,1.110119,0.287629,0.994749,0.256099,0.198716,0.313482,25608
G505,4,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,28030
G506,418,21,24,21.501496,38.946298,26.752101,22.403521,44.574036,1.896743,1.80787,1.994805,1.011328,0.995499,0.984812,0.91684,1.052784,35226
G507,518,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,31194
G508,446,5,5.5,5.030262,13.261169,7.222222,5.251778,24.613623,1.012108,1.003794,1.020562,0.053537,0.9985,0.043965,0.017559,0.070372,27767
G509,445,4,4,4,0,4.6,4.102431,7.514563,1.009062,1.001879,1.01635,0.039475,0.99925,0.033365,0.010216,0.056514,28766
G510,545,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,33509
G511,42,20,65.5,32.085622,191.298583,108.388441,57.025057,231.006199,1.437972,1.381478,1.499283,0.664602,0.989497,0.613696,0.554589,0.672803,25077
G512,299,48,75.142857,57.03814,129.513973,101.795227,78.274698,143.588946,1.868318,1.758685,1.992529,1.442138,0.984996,1.370348,1.271415,1.46928,24471
G513,538,4,5,4.075339,17.273425,0,0,0,1.223204,1.185785,1.263061,0.344005,0.9985,0.336725,0.298549,0.374901,31442
G514,84,9,12,9.359347,34.045409,14.803874,10.380428,33.401823,1.09249,1.06847,1.117614,0.258067,0.997749,0.246067,0.194295,0.297838,22524
G515,439,5,11,5.973157,41.993022,0,0,0,1.006031,1.000174,1.011957,0.040095,0.996999,0.024587,0.003367,0.045808,26389
G516,311,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,25796
G517,6,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,23443
G518,375,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,30677
G519,338,12,22,13.909407,64.372289,43.94788,24.90442,91.094379,2.449955,2.371828,2.533405,1.104962,0.996249,1.089226,1.039231,1.139221,24003
G520,348,35,40.6,36.15542,62.141645,42.376465,37.036041,61.724524,2.882611,2.662659,3.142174,1.89529,0.993998,1.867597,1.778304,1.95689,15699
G521,392,3,3,3,0,4,3.24225,7.127961,1.004517,0.999453,1.009633,0.022805,0.99925,0.017401,0.000196,0.034607,27074
G522,468,7,7.333333,7.018627,12.964957,8.925926,7.239966,22.457179,1.626465,1.566265,1.691476,0.626815,0.9985,0.616758,0.579145,0.654372,16576
G523,179,10,11,10.093649,20.678164,18.161157,12.428597,37.425094,1.099347,1.074333,1.125554,0.277683,0.997749,0.263207,0.209694,0.31672,22722
G524,297,9,9.333333,9.018627,14.964957,10,9.218358,13.579632,1.049651,1.032481,1.067402,0.164354,0.9985,0.151979,0.10744,0.196518,23564
G525,404,9,9.333333,9.018627,14.964957,10.354184,9.159917,20.467315,2.856999,2.778574,2.939979,1.137158,0.9985,1.127542,1.095301,1.159784,19478
G526,419,15,33.333333,19.476624,90.081388,48.763889,23.197413,154.068294,1.02913,1.016097,1.042502,0.155934,0.991748,0.110469,0.067235,0.153702,23343
G527,451,5,8,5.369122,29.382198,0,0,0,1.503292,1.448035,1.562933,0.54143,0.997749,0.530943,0.497305,0.56458,20509
G528,83,5,5.5,5.030262,13.261169,6.786667,5.193148,21.527141,1.010585,1.002815,1.018477,0.049481,0.9985,0.039509,0.014061,0.064958,23418
G529,521,5,5.5,5.030262,13.261169,10.508587,6.206824,30.144128,1.016691,1.006917,1.026657,0.065588,0.9985,0.056334,0.027716,0.084953,21907
G530,50,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,22223
G531,438,18,22.666667,18.954004,40.82777,24.482963,19.55736,44.98721,1.131618,1.102554,1.162256,0.36267,0.993998,0.323934,0.264759,0.383109,35557
G532,520,3,3,3,0,4.854595,3.229663,17.976415,1.015138,1.005855,1.024594,0.050476,0.99925,0.046616,0.022243,0.070989,43386
G533,412,3,3,3,0,0,0,0,1.036713,1.022182,1.051664,0.097108,0.99925,0.093286,0.063129,0.123444,18037
G534,102,7,10,7.363176,31.781345,15.752572,9.314431,40.099935,1.056019,1.037749,1.074943,0.168973,0.997749,0.157493,0.114769,0.200218,26075
G535,186,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,16196
G536,130,12,15.75,12.6386,34.020811,18.666667,15.556454,24.496842,2.023799,1.99175,2.056897,0.791428,0.995499,0.766161,0.731447,0.800874,23002
G537,88,26,65,36.088586,176.764435,45.037778,31.728536,89.268693,2.307337,2.242244,2.376323,1.121134,0.990248,1.076416,1.013285,1.139547,21485
G538,288,7,17,8.932408,58.748901,40.129252,15.337195,138.644666,1.012113,1.003792,1.020573,0.066724,0.996249,0.046693,0.018391,0.074995,62733
G539,89,41,54.333333,45.07923,84.581214,57.209455,46.843297,85.965436,2.45269,2.296193,2.632078,1.578683,0.987997,1.518914,1.43299,1.604839,19832
G540,387,26,78.5,40.273738,219.099388,99.05758,65.423919,161.38507,1.845121,1.762273,1.936142,0.979377,0.988747,0.926572,0.860065,0.99308,22135
G541,65,32,39.857143,33.961855,63.467512,45.713333,36.176702,77.024881,3.973992,3.690344,4.304875,1.913546,0.991748,1.875536,1.805607,1.945464,9049
G542,51,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,20963
G543,430,18,25,19.340979,54.540456,25.794238,19.778487,52.158335,1.486886,1.42023,1.560107,0.805188,0.994749,0.776976,0.706898,0.847053,15832
G544,70,5,6,5.07406,18.502615,0,0,0,1.590176,1.527492,1.658226,0.631912,0.9985,0.625064,0.585111,0.665018,25902
G545,58,4,4,4,0,5,4.195576,9.113106,1.074843,1.053826,1.096714,0.170191,0.99925,0.164897,0.128285,0.201509,21232
G546,586,22,38.5,26.257273,85.94939,57.977805,38.768092,99.194375,1.227121,1.187279,1.269731,0.522991,0.990998,0.474593,0.408466,0.54072,24721
G547,94,8,11,8.39133,30.998494,18,9.070158,101.444114,1.08719,1.064033,1.111379,0.235101,0.996999,0.218645,0.171771,0.265518,22237
G548,546,3,4,3.077375,15.924098,0,0,0,1.003009,0.998876,1.007176,0.020061,0.9985,0.012295,-0.002725,0.027314,25944
G549,552,18,23.6,19.15542,45.141645,26.111507,20.105799,49.245408,1.057885,1.039176,1.07728,0.237867,0.993998,0.199718,0.144743,0.254693,21697
G550,93,5,6,5.07406,18.502615,0,0,0,1.081916,1.05964,1.105148,0.201918,0.9985,0.194425,0.152387,0.236463,17949
G551,550,57,64.583333,59.141066,83.859027,69.071,61.504845,89.344961,2.878975,2.657824,3.14027,2.053428,0.989497,1.996186,1.895314,2.097057,13055
G552,551,4,5,4.075339,17.273425,0,0,0,1.035183,1.020948,1.04982,0.100934,0.9985,0.093289,0.061904,0.124675,23250
G553,292,8,15.5,9.32254,50.5318,29,9.657222,274.107928,1.012115,1.003792,1.020578,0.072832,0.995499,0.048125,0.018879,0.077372,59363
G554,49,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,32540
G555,403,17,28.25,19.652158,64.72057,133.648148,85.372035,216.011049,2.020258,1.959485,2.084921,0.888785,0.992498,0.851506,0.803151,0.899862,26077
G556,66,23,32,25.002307,63.453337,61.15696,41.233762,102.849322,2.49683,2.335831,2.681667,1.439458,0.993248,1.408462,1.337485,1.479438,21375
G557,444,6,6.333333,6.018627,11.964957,7.428571,6.44824,10.552951,1.013641,1.004806,1.022633,0.062239,0.9985,0.050756,0.02197,0.079542,22602
G558,277,15,20,15.777869,47.13908,39.582465,24.900434,76.037488,3.500895,3.323317,3.698522,1.548198,0.996249,1.532923,1.479175,1.58667,17428
G559,210,3,3,3,3,3,3,3,1.82784,1.775854,1.88296,0.655047,1,0.653523,0.632955,0.674091,21213
G560,516,6,7.5,6.149231,21.077277,12,6.84185,48.762945,1.99249,1.966363,2.019322,0.725811,0.997749,0.714207,0.692787,0.735627,26156
G561,48,7,10,7.39133,29.998494,17,8.095712,98.264874,1.868605,1.817818,1.922312,0.700188,0.996999,0.685131,0.657806,0.712457,25477
G562,243,3,3,3,0,0,0,0,1.11735,1.090803,1.145221,0.222142,0.99925,0.218415,0.182123,0.254707,33573
G563,560,5,6.5,5.149231,20.077277,11,5.891606,45.376578,1.007546,1.000992,1.014186,0.042837,0.997749,0.029693,0.00688,0.052505,36796
G564,544,4,5,4.075339,17.273425,10.78,5.269544,40.208582,1.00906,1.00188,1.016344,0.040778,0.9985,0.032717,0.010005,0.05543,38122
G565,515,5,6,5.07406,18.502615,14.268519,7.288206,42.542706,1.943944,1.899849,1.990135,0.721084,0.9985,0.71436,0.688829,0.739891,25110
G566,517,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,24103
G567,394,26,44.333333,30.476624,101.081388,55.519643,40.22898,87.241866,1.874852,1.769879,1.993062,1.179117,0.991748,1.140871,1.062547,1.219194,18984
G568,298,16,71,33.600783,187.867357,139.005229,74.661107,273.927051,1.414741,1.359908,1.474181,0.625346,0.991748,0.586752,0.530148,0.643356,23668
R1,273,11,17,11.949145,48.928859,33.337601,19.20638,71.802498,1.792817,1.708329,1.886097,0.88653,0.996999,0.872835,0.815783,0.929887,23960
R10,449,7,17,8.932408,58.748901,0,0,0,1.071728,1.051124,1.093156,0.186835,0.996249,0.167981,0.12845,0.207513,24546
R11,447,12,27,15.291402,80.359936,25.454545,14.340952,89.32956,1.65884,1.585534,1.739254,0.787916,0.995499,0.766529,0.711408,0.82165,26571
R2,272,8,10,8.249903,24.006186,14,9.887053,27.077369,1.046308,1.029832,1.06332,0.149338,0.996999,0.131088,0.091414,0.170761,29956
R3,73,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,25606
R4,74,9,12,9.39133,31.998494,20.418826,12.444224,46.85747,1.554279,1.494488,1.619054,0.623445,0.996999,0.607989,0.563908,0.652071,27962
R6,263,2,2,2,0,0,0,0,1.001503,0.998582,1.00444,0.010034,0.99925,0.006148,-0.004478,0.016773,24598
R7,264,2,2,2,2,2,2,2,1.003008,0.998878,1.007172,0.012779,1,0.011255,-0.002292,0.024802,18238
R8,265,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,25401
R9,448,11,39,18.463947,116.038254,96.013333,36.057667,299.42537,1.263707,1.222216,1.308114,0.437603,0.993998,0.408117,0.360688,0.455547,32474
