Seq_ID,CST_11,CST,SilhouetteValues,LactobacillusPercentage,LDominant_CST,LDominant_RelAbundance
G157,IV - Gardnerella + L. gasseri,IV,0.6524204567162798,46.41584303927692,LDepleted,LDepleted
G250,IV - Gardnerella + L. gasseri,IV,0.4836244480768717,29.774688714671587,LDepleted,LDepleted
G227,IV - Gardnerella + L. gasseri,IV,0.49329474130443635,53.812248233989145,LDepleted,LDepleted
G505,I,I,0.8833051129955638,100.0,LDominant,LDominant
G400,I,I,0.8837068426997378,99.97281658964701,LDominant,LDominant
G517,I,I,0.884015372380316,100.0,LDominant,LDominant
G370,III,III,0.5197528818921803,99.76501448166567,LDominant,LDominant
G398,IV - Gardnerella + L. gasseri,IV,-0.24912066150974557,89.22017288401979,LDepleted,LDominant
G392,IV - Gardnerella + L. gasseri,IV,0.39757198444447345,25.341294174600616,LDepleted,LDepleted
G116,IV - Gardnerella,IV,0.3743930463787432,0.13075634372573858,LDepleted,LDepleted
G067,V,V,0.6330148697735313,80.47227595099935,LDominant,LDepleted
G268,V - Mix L.iners,V,0.5755961018866187,99.74551253774897,LDominant,LDominant
G298,V - Mix L.iners,V,0.6957687924277656,99.4303369701651,LDominant,LDominant
G200,V - Mix L.iners,V,0.5493487434007113,99.66148582244385,LDominant,LDominant
G005,I,I,0.7797512217360469,98.46926279696302,LDominant,LDominant
G041,I,I,0.8102533614862951,97.07380513709765,LDominant,LDominant
G028,I,I,0.7264000573416873,96.89699801130087,LDominant,LDominant
G335,I,I,0.5654303666530964,99.93667789194946,LDominant,LDominant
G267,I,I,0.6729082533385358,99.97778703318062,LDominant,LDominant
G119,I,I,0.6280149331062594,100.0,LDominant,LDominant
G096,I,I,0.5171355084271535,99.99722461213955,LDominant,LDominant
G027,I,I,0.6206206950168033,99.98422028482385,LDominant,LDominant
G503,I,I,0.8682179552125157,99.98939067086324,LDominant,LDominant
G358,I,I,0.8834984233466996,99.94989067055393,LDominant,LDominant
G356,I,I,0.8561331623366445,99.01764332144079,LDominant,LDominant
G135,III,III,0.7393239219886218,100.0,LDominant,LDominant
G154,III,III,0.7399863970014522,99.98935235712194,LDominant,LDominant
G064,III,III,0.7395216758084233,99.97496348842061,LDominant,LDominant
G305,I,I,0.3385292168702555,51.884288747346076,LDominant,LDepleted
G287,I,I,0.06290652879967393,81.57551636588211,LDominant,LDepleted
G059,I,I,0.8844329227282198,99.99316402912125,LDominant,LDominant
G085,I,I,0.8822887530163682,99.96085492836451,LDominant,LDominant
G048,I,I,0.8711291000142094,99.68275549512803,LDominant,LDominant
G039,I,I,0.8829798732828968,99.9656029046436,LDominant,LDominant
G024,I,I,0.8711173930775749,99.58881185751852,LDominant,LDominant
G018,I,I,0.8798901800134774,99.8378393491207,LDominant,LDominant
G221,V - Mix L.iners,V,0.5916230939384591,99.85369767332107,LDominant,LDominant
G226,V - Mix L.iners,V,0.7008736779887751,99.76081919425967,LDominant,LDominant
G232,V - Mix L.iners,V,0.684152069642666,99.74674913553791,LDominant,LDominant
G361,III,III,0.4670397139416934,97.31962918178154,LDominant,LDominant
G385,III,III,0.6199633500045297,98.66124790819985,LDominant,LDominant
G511,III,III,0.4681438086135685,98.29325676915101,LDominant,LDominant
G360,III,III,0.6656672531674335,97.66612072999533,LDominant,LDominant
G440,III,III,0.7314204279090815,99.74521602428578,LDominant,LDominant
G438,III,III,0.65335422468743,97.30063514467184,LDominant,LDominant
G495,V,V,0.657590105407725,89.54585482450624,LDominant,LDominant
G428,V,V,0.6562399823566899,85.97403836976234,LDominant,LDominant
G561,V,V,0.533666568079966,65.3569886564352,LDominant,LDepleted
G554,III,III,0.7379151720645094,99.96312231100184,LDominant,LDominant
G530,III,III,0.738331512003358,99.98650047248347,LDominant,LDominant
G542,III,III,0.7366387868407713,99.9379859752898,LDominant,LDominant
G060,I,I,0.3347915523044853,84.04436655222914,LDominant,LDepleted
G104,III,III,0.6591901177374091,97.90328609780133,LDominant,LDominant
G174,III,III,0.6077130829115831,96.2171906153552,LDominant,LDominant
G144,III,III,0.5016918856108976,99.9821914671687,LDominant,LDominant
G092,III,III,0.6019546427689518,97.69343140521285,LDominant,LDominant
G261,III,III,0.598617533923228,99.69276780859163,LDominant,LDominant
G545,VI - Bifidobacterium,VI,0.5463502159731822,3.4570459683496613,LDepleted,LDepleted
G452,VI - Bifidobacterium,VI,0.5496686982227337,2.7708889736741704,LDepleted,LDepleted
G459,VI - Bifidobacterium,VI,0.5489852193057458,2.9896745660009403,LDepleted,LDepleted
G109,I,I,0.7906817617286286,99.97646267652993,LDominant,LDominant
G152,I,I,0.8285248207093133,100.0,LDominant,LDominant
G190,I,I,0.766576424606051,99.98891741628032,LDominant,LDominant
G352,IV - Mix Anaerobes/Other Lactobacilli,VII,0.18047836457598815,63.49045691150954,LDominant,LDepleted
G541,IV - Mix Anaerobes/Other Lactobacilli,VII,0.1720262616577395,55.884628135705604,LDominant,LDepleted
G556,IV - Mix Anaerobes/Other Lactobacilli,VII,0.17458051039663428,73.6093567251462,LDominant,LDepleted
G269,I,I,0.8831477070019004,100.0,LDominant,LDominant
G310,I,I,0.8809222123490248,99.98882390194836,LDominant,LDominant
G215,I,I,0.8464762656943311,99.94207570453572,LDominant,LDominant
G544,IV - Mix Anaerobes/Other Lactobacilli,VII,-0.06021888403509515,98.61786734615087,LDominant,LDominant
G453,IV - Mix Anaerobes/Other Lactobacilli,IV,-0.2614192836646746,87.17903101464745,LDepleted,LDominant
G480,IV - Mix Anaerobes/Other Lactobacilli,IV,-0.29103719118727633,96.98336505834644,LDepleted,LDominant
R3,I,I,0.8830438467342723,99.99609466531282,LDominant,LDominant
R4,IV - Gardnerella + L. iners,IV,0.022751603511194384,76.89006508833417,LDepleted,LDepleted
G239,IV - Mix Anaerobes/Other Lactobacilli,IV,-0.11373505448410537,10.886691250419041,LDepleted,LDepleted
G074,I,I,0.88315398075125,99.95816483056757,LDominant,LDominant
G260,I,I,0.8801720451805398,99.97138933394369,LDominant,LDominant
G050,V - Mix L.iners,V,0.47413612110504594,99.2083459125826,LDominant,LDominant
G156,V - Mix L.iners,V,0.6406761917799845,99.41678575566799,LDominant,LDominant
G253,V - Mix L.iners,V,0.6702975930423586,99.78247531931508,LDominant,LDominant
G384,I,I,0.8770743539613649,99.78615644344401,LDominant,LDominant
G528,I,I,0.87700730022602,99.77794858655736,LDominant,LDominant
G514,I,I,0.7973446555389256,96.05309891671106,LDominant,LDominant
G010,I,I,0.8845830926161281,99.97437102216907,LDominant,LDominant
G025,I,I,0.8845138697697187,99.99524872903501,LDominant,LDominant
G460,I,I,-0.010981733043127991,58.57315901591412,LDominant,LDepleted
G537,I,I,0.051834911446729054,94.08889923202234,LDominant,LDominant
G539,I,I,-0.3784912180428725,82.68455022186365,LDominant,LDepleted
G101,IV - Gardnerella,IV,0.07466572336439249,12.121314923499678,LDepleted,LDepleted
G035,IV - Gardnerella + L. iners,IV,0.2055074760940547,27.216657620762817,LDepleted,LDepleted
G179,IV - Gardnerella,IV,0.3289164387869165,0.4092819294719532,LDepleted,LDepleted
G550,I,I,0.813904732053036,98.66844949579364,LDominant,LDominant
G547,I,I,0.804035240597153,98.27314835634303,LDominant,LDominant
G313,IV - Gardnerella + L. iners,IV,0.28691699962245876,24.834105990364513,LDepleted,LDepleted
G332,IV - Gardnerella + L. iners,IV,0.19978715439914171,14.921574864805345,LDepleted,LDepleted
G264,IV - Gardnerella,IV,0.41837060812491683,1.0626992561105209,LDepleted,LDepleted
G210,I,I,0.7472826181153338,95.51205607748466,LDominant,LDominant
G266,I,I,0.8762672792625973,99.82890415873278,LDominant,LDominant
G279,I,I,0.8669244426100033,99.45568820858269,LDominant,LDominant
G415,III,III,0.7327541389464485,99.9746589517253,LDominant,LDominant
G534,III,III,0.7108751654080875,99.93096836049857,LDominant,LDominant
G022,I,I,0.8837737767761293,99.9640933572711,LDominant,LDominant
G026,I,I,0.885284479427892,99.99685870452974,LDominant,LDominant
G363,III,III,0.7326409857165843,99.90576947787724,LDominant,LDominant
G391,III,III,0.7365789629144418,99.95058844668044,LDominant,LDominant
G444,III,III,0.7310039055762128,99.84199476201813,LDominant,LDominant
G032,V - Mix L.iners,V,0.6602559142184173,99.63662146592218,LDominant,LDominant
G257,V - Mix L.iners,V,0.6122753903863495,98.02317388240822,LDominant,LDominant
G255,III,III,0.4945471508614332,96.4395708532169,LDominant,LDominant
G011,I,I,0.8701107998510278,99.51628287232593,LDominant,LDominant
G004,I,I,0.871416377575009,99.63744934954148,LDominant,LDominant
G273,I,I,0.8756920959200065,99.99062441402587,LDominant,LDominant
G204,I,I,0.8840024494528153,99.97871937955168,LDominant,LDominant
G427,I,I,0.8494964411229723,99.18470875985143,LDominant,LDominant
G437,I,I,0.8659611934360749,99.90591455330797,LDominant,LDominant
G407,I,I,0.8753914510673255,99.74202424972053,LDominant,LDominant
G225,IV - Gardnerella,IV,0.4204207368721453,0.168013441075286,LDepleted,LDepleted
G186,IV - Gardnerella,IV,0.42090101800729646,0.042558020768314136,LDepleted,LDepleted
G146,IV - Gardnerella,IV,0.4143775318208536,0.3905608979618629,LDepleted,LDepleted
G337,III,III,0.1310137342799818,99.69663541092113,LDominant,LDominant
G213,I,I,0.6172184284197784,99.97517378351539,LDominant,LDominant
G336,III,III,0.2473374601402475,99.98097981142841,LDominant,LDominant
G493,VI - Bifidobacterium,VI,0.45782796580129564,0.0,LDepleted,LDepleted
G362,VI - Bifidobacterium,VI,0.5448867751951739,0.031976611392809835,LDepleted,LDepleted
G494,VI - Bifidobacterium,VI,0.5360948255375789,0.018040772145047807,LDepleted,LDepleted
G238,II,II,0.6235644042648092,99.60258407885291,LDominant,LDominant
G079,II,II,0.5674780248993777,96.30217479400243,LDominant,LDominant
G246,II,II,0.6285583844324703,99.78477743454702,LDominant,LDominant
G536,V - Mix L.iners,V,0.689397931947275,99.26528127988871,LDominant,LDominant
G348,V - Mix L.iners,V,0.5952407605176661,95.8932554025994,LDominant,LDominant
G380,V - Mix L.iners,V,0.7031640013268983,99.87218113758787,LDominant,LDominant
G211,IV - Gardnerella + L. iners,IV,0.16879328102501623,66.91246704619263,LDepleted,LDepleted
G328,V - Mix L.iners,V,0.4079764239527347,99.97229686677564,LDominant,LDominant
G309,II,II,0.2606222999460331,99.3548192589466,LDominant,LDominant
G087,II,II,0.4739270017994198,89.86768666328403,LDominant,LDominant
G068,II,II,0.5856950770421764,97.25309662486966,LDominant,LDominant
G233,II,II,0.6178373976252726,99.35260401632922,LDominant,LDominant
G201,IV - Mix Anaerobes/Other Lactobacilli,VII,0.16109719952407794,97.67816833279586,LDominant,LDominant
G243,IV - Mix Anaerobes/Other Lactobacilli,VII,0.11203224879888811,57.27917052768664,LDominant,LDepleted
G325,IV - Mix Anaerobes/Other Lactobacilli,VII,0.046009723273408305,56.39650549260444,LDominant,LDepleted
G168,I,I,0.04401885547990685,99.3780678985377,LDominant,LDominant
G231,I,I,0.6720572120127954,88.50648089039385,LDominant,LDominant
G181,I,I,0.4295865973478354,99.2470327987408,LDominant,LDominant
G303,I,I,0.8187253768369187,99.90459270956705,LDominant,LDominant
G208,I,I,0.8486877552414668,99.93152659651146,LDominant,LDominant
G278,I,I,0.5295642101715331,99.97549086353857,LDominant,LDominant
G346,III,III,0.7226286209459212,99.81310407433118,LDominant,LDominant
G377,III,III,0.6943583617932414,99.9833485971193,LDominant,LDominant
G372,III,III,0.6669479897719617,99.42868272414465,LDominant,LDominant
G158,III,III,0.7371567845228097,99.95737546531784,LDominant,LDominant
G117,III,III,0.6934411345356091,99.93983724391248,LDominant,LDominant
G112,III,III,0.7321306366213375,99.87817986384809,LDominant,LDominant
G262,IV - Gardnerella + L. iners,IV,0.3213190120003895,59.0281302593968,LDepleted,LDepleted
G234,IV - Gardnerella + L. iners,IV,0.22063742284183702,62.31198602411692,LDepleted,LDepleted
G095,IV - Gardnerella + L. iners,IV,0.43333452741642786,45.81695468367574,LDepleted,LDepleted
G128,I,I,0.7090455716004666,88.44837605733842,LDominant,LDominant
G148,IV - Gardnerella,IV,0.34023309938971324,4.327214805825243,LDepleted,LDepleted
G151,IV - Gardnerella + L. iners,IV,-0.07610534505669705,16.002949852507374,LDepleted,LDepleted
G185,IV - Gardnerella + L. iners,IV,-0.035887473534834353,16.453146148761373,LDepleted,LDepleted
G167,IV - Gardnerella + L. iners,IV,0.4477378546117637,48.88501235644716,LDepleted,LDepleted
G102,IV - Gardnerella + L. iners,IV,0.31290110404874494,35.63139931740614,LDepleted,LDepleted
G414,I,I,0.8724852827858364,99.71413943169213,LDominant,LDominant
G406,I,I,0.8179773129782271,99.24379339864929,LDominant,LDominant
G390,I,I,0.8328731987390747,98.44887304854174,LDominant,LDominant
G420,VI - Bifidobacterium,VI,0.32391090876811957,0.25192089683839275,LDepleted,LDepleted
G412,VI - Bifidobacterium,VI,0.2563741766962284,3.3288368652364992,LDepleted,LDepleted
G342,IV - Mix Anaerobes/Other Lactobacilli,IV,0.04520369969257083,0.03953741227636651,LDepleted,LDepleted
G281,I,I,0.8614905103858532,99.2045767430477,LDominant,LDominant
G329,I,I,0.8658522623967786,99.85742723408833,LDominant,LDominant
G301,I,I,0.848179944002403,98.70734614811504,LDominant,LDominant
G448,IV - Gardnerella + L. iners,IV,-0.07097198984738101,71.67505053829157,LDepleted,LDepleted
G476,IV - Gardnerella + L. iners,IV,0.4149763897598001,42.31637863315004,LDepleted,LDepleted
G474,IV - Gardnerella,IV,0.06847767649791191,4.114374433950059,LDepleted,LDepleted
G072,I,I,0.8848265873044999,99.98329770176376,LDominant,LDominant
G254,I,I,0.8758433683548487,99.95063353628436,LDominant,LDominant
G115,I,I,0.8850688304441447,99.97480127368108,LDominant,LDominant
G523,I,I,0.8022897202491289,98.86453657248482,LDominant,LDominant
G478,I,I,0.8386325690703416,98.48750651936845,LDominant,LDominant
G496,I,I,0.8564453313929867,99.99463202533684,LDominant,LDominant
G055,IV - Gardnerella + L. iners,IV,0.1956500760347171,26.422747402839285,LDepleted,LDepleted
G159,IV - Gardnerella + L. iners,IV,-0.10307992677157773,14.75801749271137,LDepleted,LDepleted
G056,IV - Gardnerella + L. iners,IV,0.3529029457197565,57.595800090942916,LDepleted,LDepleted
G490,I,I,0.8834880737737293,99.97619897655599,LDominant,LDominant
G535,I,I,0.8848325438979142,100.0,LDominant,LDominant
G445,I,I,0.8827890188307844,99.94706840390879,LDominant,LDominant
G001,I,I,0.8827895211336461,99.9548794637102,LDominant,LDominant
G042,I,I,0.882832350338435,99.92580553985303,LDominant,LDominant
G017,I,I,0.8849852599129079,99.98500599760096,LDominant,LDominant
G062,I,I,0.8831592534360484,99.9571225963917,LDominant,LDominant
G132,I,I,0.885481128922305,99.99361124421019,LDominant,LDominant
G108,I,I,0.8842475724339709,99.97960016319868,LDominant,LDominant
G230,I,I,0.8859392126008242,99.98220097640358,LDominant,LDominant
G340,I,I,0.6853078589129933,99.62040760992363,LDominant,LDominant
G203,I,I,0.8732686500271889,99.95834924160911,LDominant,LDominant
G315,I,I,0.875929498971616,99.76498970530126,LDominant,LDominant
G043,I,I,0.8622862361188011,99.95997598559136,LDominant,LDominant
G019,I,I,0.8668004464246465,99.74351667141636,LDominant,LDominant
G012,I,I,0.8810800953015491,99.94840218774725,LDominant,LDominant
G049,III,III,0.48728982173486957,99.97200839748076,LDominant,LDominant
G218,III,III,0.5181235888585904,99.96200066498837,LDominant,LDominant
G090,II,II,0.11680685295065539,99.75046787273861,LDominant,LDominant
G295,IV - Mix Anaerobes/Other Lactobacilli,VII,0.15227276529154374,98.19829747375961,LDominant,LDominant
G331,III,III,0.7359086717934062,99.94530497943467,LDominant,LDominant
G339,III,III,0.7368389919794766,99.96302544311696,LDominant,LDominant
G177,I,I,0.8847937039314383,99.97207909231668,LDominant,LDominant
G155,I,I,0.884897761880877,99.97947314403011,LDominant,LDominant
G080,I,I,0.8795595325630282,99.87674936386769,LDominant,LDominant
G559,IV - Gardnerella + L. gasseri,IV,0.5687313457950105,35.27553858483006,LDepleted,LDepleted
G345,IV - Gardnerella + L. gasseri,IV,0.568620619913144,35.33386967015286,LDepleted,LDepleted
G343,IV - Gardnerella + L. gasseri,IV,0.6220145063465262,40.73465730924294,LDepleted,LDepleted
G122,IV - Gardnerella + L. gasseri,IV,0.09973042743749724,14.829146002506949,LDepleted,LDepleted
G502,I,I,0.8828917023364884,100.0,LDominant,LDominant
G457,I,I,0.8771954921590513,99.84373473972067,LDominant,LDominant
G487,I,I,0.8840397139943171,100.0,LDominant,LDominant
G454,IV - Gardnerella,IV,0.3882191949999732,0.17102369899828976,LDepleted,LDepleted
G402,IV - Gardnerella,IV,0.3638457034806537,0.8464142813173284,LDepleted,LDepleted
G477,IV - Gardnerella,IV,0.4199631396108849,0.0936558351657301,LDepleted,LDepleted
G217,IV - Gardnerella + L. iners,IV,0.10538384776413093,13.875000000000002,LDepleted,LDepleted
G063,III,III,0.5468687052500398,92.99933087989294,LDominant,LDominant
G091,IV - Gardnerella + L. iners,IV,-0.37107794705215597,88.45283018867924,LDepleted,LDominant
G183,I,I,0.8853307496309774,99.99068004597844,LDominant,LDominant
G245,I,I,0.8858012475514101,99.9948232127142,LDominant,LDominant
G075,I,I,0.8810455520103363,99.90906759308913,LDominant,LDominant
G304,I,I,0.6271521195261064,99.97980497374647,LDominant,LDominant
G194,III,III,0.39040719793564693,89.2248005270478,LDominant,LDominant
G196,III,III,0.7084124779794251,99.3378973419471,LDominant,LDominant
G193,III,III,0.5098028212131691,90.18424396442185,LDominant,LDominant
G299,I,I,0.8773942442350713,99.94711792702275,LDominant,LDominant
G276,I,I,0.8759590013527895,99.94618021131349,LDominant,LDominant
G280,I,I,0.8583225149689128,99.96639333243715,LDominant,LDominant
G302,IV - Gardnerella + L. iners,IV,-0.18184436805679396,80.48068771071985,LDepleted,LDepleted
G199,IV - Gardnerella + L. iners,IV,0.36438298030064936,46.48430231012574,LDepleted,LDepleted
G334,IV - Gardnerella + L. iners,IV,0.19403544227817335,69.92608814672872,LDepleted,LDepleted
G137,I,I,0.63129130437175,99.98784194528876,LDominant,LDominant
G224,I,I,0.8716573972578017,99.99670434696635,LDominant,LDominant
G252,I,I,0.8164148011213559,99.99267050243705,LDominant,LDominant
G259,IV - Gardnerella + L. gasseri,IV,0.4528814390949208,37.498625981049535,LDepleted,LDepleted
G107,IV - Gardnerella + L. gasseri,IV,0.28716862738617677,27.9153231459414,LDepleted,LDepleted
G099,IV - Gardnerella + L. gasseri,IV,0.2763192032033694,24.35182438445565,LDepleted,LDepleted
G468,III,III,0.5721718955616362,99.14082242131863,LDominant,LDominant
G562,III,III,0.6387118557871907,99.8540493849224,LDominant,LDominant
G475,III,III,0.5273335235895128,99.97659997659997,LDominant,LDominant
G171,III,III,0.7061699919341583,99.13223140495869,LDominant,LDominant
G147,IV - Gardnerella + L. iners,IV,0.04596570910181416,8.476747983820315,LDepleted,LDepleted
G131,IV - Gardnerella + L. iners,IV,0.3691059526210051,36.651448244891846,LDepleted,LDepleted
G006,I,I,0.7035989794898813,97.7410077939399,LDominant,LDominant
G037,I,I,0.854141597666001,99.58659341878919,LDominant,LDominant
G036,I,I,0.7905492420341748,97.02507822774477,LDominant,LDominant
G284,I,I,0.8456985410901037,100.0,LDominant,LDominant
G285,I,I,0.55862131072358,93.61372868709758,LDominant,LDominant
G241,I,I,0.8598033148040375,99.98216324200914,LDominant,LDominant
G282,III,III,0.6932559169892966,99.18537767526058,LDominant,LDominant
G338,I,I,0.8846536435592786,99.97243894165535,LDominant,LDominant
G382,IV - Gardnerella + L. gasseri,IV,0.13168211905049237,80.32274856845393,LDepleted,LDepleted
G378,IV - Gardnerella + L. gasseri,IV,0.297551722660256,74.91470054446461,LDepleted,LDepleted
G353,IV - Gardnerella + L. gasseri,IV,0.5258038664861857,63.31914516272058,LDepleted,LDepleted
G229,I,I,0.8852387587370895,100.0,LDominant,LDominant
G111,III,III,0.7377098798945357,99.97651085534042,LDominant,LDominant
G061,III,III,0.5523078572641507,93.79455883191696,LDominant,LDominant
G169,III,III,0.7282081298420991,99.85893638030751,LDominant,LDominant
R6,I,I,0.884708047883451,99.99593462883162,LDominant,LDominant
R7,I,I,0.8822387058643691,99.98355082794166,LDominant,LDominant
R8,I,I,0.8835235363272076,99.98425258848077,LDominant,LDominant
G084,VI - Bifidobacterium,VI,0.4126610474302999,24.88128627363861,LDepleted,LDepleted
G166,VI - Bifidobacterium,VI,0.32407684152871247,33.77631071290779,LDepleted,LDepleted
G187,VI - Bifidobacterium,VI,0.39253979274069833,27.302232567288463,LDepleted,LDepleted
G178,III,III,0.7193057000905148,99.40430551459747,LDominant,LDominant
G220,III,III,0.6498995052847873,97.13177447552448,LDominant,LDominant
G082,III,III,0.708356894088348,99.36038376973816,LDominant,LDominant
R2,IV - Mix Anaerobes/Other Lactobacilli,IV,0.01828474493451724,0.02336760582187208,LDepleted,LDepleted
R1,IV - Mix Anaerobes/Other Lactobacilli,IV,0.018367662538981862,0.012520868113522536,LDepleted,LDepleted
G312,V,V,0.2887228391424651,49.33386624034106,LDominant,LDepleted
G330,IV - Gardnerella,IV,0.31149947418611007,12.695768798131002,LDepleted,LDepleted
G270,V,V,0.6203094085337527,77.58575480918213,LDominant,LDepleted
G558,VI - Bifidobacterium,VI,0.3708731929533879,7.424833601101676,LDepleted,LDepleted
G485,VI - Bifidobacterium,VI,0.3819849743082981,1.732487892555794,LDepleted,LDepleted
G489,VI - Bifidobacterium,VI,-0.06367663907928375,48.98041387644126,LDepleted,LDepleted
G089,I,I,0.8851460262401609,99.99164961797003,LDominant,LDominant
G098,IV - Mix Anaerobes/Other Lactobacilli,IV,0.05897560165734559,0.12082310741929395,LDepleted,LDepleted
G182,I,I,0.8842251068985197,99.98771921206465,LDominant,LDominant
G327,I,I,0.868279622055463,99.97074545889737,LDominant,LDominant
G192,I,I,0.8668251021100271,99.85989725798919,LDominant,LDominant
G323,I,I,0.8671098726602898,99.90287557667627,LDominant,LDominant
